"Notes"	"County"	"County Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Cass County, ND"	"38017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	23	175249	13.1
	"Adams County, OH"	"39001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	28024	Unreliable
	"Adams County, OH"	"39001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	12	27907	Unreliable
	"Allen County, OH"	"39003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	18	104425	Unreliable
	"Allen County, OH"	"39003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	30	103742	28.9
	"Ashtabula County, OH"	"39007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	22	98632	22.3
	"Ashtabula County, OH"	"39007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	38	98231	38.7
	"Belmont County, OH"	"39013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	18	69154	Unreliable
	"Belmont County, OH"	"39013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	20	68673	29.1
	"Brown County, OH"	"39015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	25	43839	57.0
	"Brown County, OH"	"39015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	19	43759	Unreliable
	"Butler County, OH"	"39017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	194	376353	51.5
	"Butler County, OH"	"39017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	212	377537	56.2
	"Champaign County, OH"	"39021"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	38747	Unreliable
	"Clark County, OH"	"39023"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	71	135959	52.2
	"Clark County, OH"	"39023"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	72	134786	53.4
	"Clermont County, OH"	"39025"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	102	201973	50.5
	"Clermont County, OH"	"39025"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	95	203022	46.8
	"Clinton County, OH"	"39027"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	21	41917	50.1
	"Clinton County, OH"	"39027"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	12	41902	Unreliable
	"Columbiana County, OH"	"39029"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	30	104806	28.6
	"Columbiana County, OH"	"39029"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	39	103685	37.6
	"Crawford County, OH"	"39033"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	42306	Unreliable
	"Cuyahoga County, OH"	"39035"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	277	1255921	22.1
	"Cuyahoga County, OH"	"39035"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	548	1249352	43.9
	"Cuyahoga County, OH"	"39035"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	20	1255921	1.6
	"Cuyahoga County, OH"	"39035"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	17	1249352	Unreliable
	"Darke County, OH"	"39037"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	52076	Unreliable
	"Darke County, OH"	"39037"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	20	51778	38.6
	"Delaware County, OH"	"39041"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	193013	Unreliable
	"Delaware County, OH"	"39041"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	196463	Unreliable
	"Erie County, OH"	"39043"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	23	75550	30.4
	"Erie County, OH"	"39043"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	37	75107	49.3
	"Fairfield County, OH"	"39045"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	151408	Unreliable
	"Fairfield County, OH"	"39045"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	23	152597	15.1
	"Fayette County, OH"	"39047"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	16	28679	Unreliable
	"Franklin County, OH"	"39049"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	282	1251722	22.5
	"Franklin County, OH"	"39049"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	314	1264518	24.8
	"Franklin County, OH"	"39049"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	17	1251722	Unreliable
	"Franklin County, OH"	"39049"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	20	1264518	1.6
	"Franklin County, OH"	"39049"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	13	1251722	Unreliable
	"Fulton County, OH"	"39051"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	42514	Unreliable
	"Gallia County, OH"	"39053"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	30015	Unreliable
	"Geauga County, OH"	"39055"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	14	94102	Unreliable
	"Geauga County, OH"	"39055"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	24	94060	25.5
	"Greene County, OH"	"39057"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	43	164427	26.2
	"Greene County, OH"	"39057"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	44	164765	26.7
	"Guernsey County, OH"	"39059"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	13	39063	Unreliable
	"Hamilton County, OH"	"39061"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	336	807598	41.6
	"Hamilton County, OH"	"39061"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	318	809099	39.3
	"Hamilton County, OH"	"39061"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	13	807598	Unreliable
	"Hamilton County, OH"	"39061"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	13	809099	Unreliable
	"Hancock County, OH"	"39063"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	75573	Unreliable
	"Hancock County, OH"	"39063"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	19	75872	Unreliable
	"Highland County, OH"	"39071"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	43026	Unreliable
	"Huron County, OH"	"39077"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	58469	Unreliable
	"Huron County, OH"	"39077"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	17	58439	Unreliable
	"Jefferson County, OH"	"39081"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	16	67347	Unreliable
	"Jefferson County, OH"	"39081"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	66704	Unreliable
	"Lake County, OH"	"39085"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	51	229245	22.2
	"Lake County, OH"	"39085"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	95	228614	41.6
	"Lawrence County, OH"	"39087"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	23	61109	37.6
	"Lawrence County, OH"	"39087"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	27	60872	44.4
	"Licking County, OH"	"39089"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	28	170570	16.4
	"Licking County, OH"	"39089"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	17	172198	Unreliable
	"Logan County, OH"	"39091"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	45165	Unreliable
	"Lorain County, OH"	"39093"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	63	305147	20.6
	"Lorain County, OH"	"39093"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	146	306365	47.7
	"Lucas County, OH"	"39095"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	119	433689	27.4
	"Lucas County, OH"	"39095"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	155	432488	35.8
	"Madison County, OH"	"39097"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	15	43419	Unreliable
	"Mahoning County, OH"	"39099"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	60	231900	25.9
	"Mahoning County, OH"	"39099"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	83	230008	36.1
	"Marion County, OH"	"39101"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	22	65355	33.7
	"Marion County, OH"	"39101"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	24	65096	36.9
	"Medina County, OH"	"39103"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	27	176395	15.3
	"Medina County, OH"	"39103"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	41	177221	23.1
	"Miami County, OH"	"39109"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	17	104224	Unreliable
	"Miami County, OH"	"39109"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	38	104679	36.3
	"Montgomery County, OH"	"39113"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	240	532258	45.1
	"Montgomery County, OH"	"39113"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	320	531239	60.2
	"Montgomery County, OH"	"39113"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	18	532258	Unreliable
	"Muskingum County, OH"	"39119"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	86290	Unreliable
	"Ottawa County, OH"	"39123"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	40636	Unreliable
	"Pickaway County, OH"	"39129"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	56998	Unreliable
	"Pike County, OH"	"39131"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	28217	Unreliable
	"Portage County, OH"	"39133"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	34	162275	21.0
	"Portage County, OH"	"39133"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	44	161921	27.2
	"Preble County, OH"	"39135"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	14	41329	Unreliable
	"Preble County, OH"	"39135"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	21	41247	50.9
	"Richland County, OH"	"39139"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	36	121707	29.6
	"Richland County, OH"	"39139"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	70	121107	57.8
	"Ross County, OH"	"39141"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	38	77170	49.2
	"Ross County, OH"	"39141"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	40	77000	51.9
	"Sandusky County, OH"	"39143"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	59679	Unreliable
	"Sandusky County, OH"	"39143"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	22	59330	37.1
	"Scioto County, OH"	"39145"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	30	76825	39.0
	"Scioto County, OH"	"39145"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	35	76088	46.0
	"Shelby County, OH"	"39149"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	15	48623	Unreliable
	"Stark County, OH"	"39151"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	60	375165	16.0
	"Stark County, OH"	"39151"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	99	373612	26.5
	"Stark County, OH"	"39151"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	15	375165	Unreliable
	"Summit County, OH"	"39153"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	173	541968	31.9
	"Summit County, OH"	"39153"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	298	540300	55.2
	"Summit County, OH"	"39153"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	13	540300	Unreliable
	"Trumbull County, OH"	"39155"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	90	203751	44.2
	"Trumbull County, OH"	"39155"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	112	201825	55.5
	"Tuscarawas County, OH"	"39157"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	92420	Unreliable
	"Warren County, OH"	"39165"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	42	224469	18.7
	"Warren County, OH"	"39165"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	57	227063	25.1
	"Washington County, OH"	"39167"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	20	60610	33.0
	"Wayne County, OH"	"39169"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	23	116063	19.8
	"Wayne County, OH"	"39169"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	36	116470	30.9
	"Wood County, OH"	"39173"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	22	129730	17.0
	"Wood County, OH"	"39173"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	21	130219	16.1
	"Bryan County, OK"	"40013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	13	45573	Unreliable
	"Canadian County, OK"	"40017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	133378	Unreliable
	"Canadian County, OK"	"40017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	15	136532	Unreliable
	"Carter County, OK"	"40019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	14	48689	Unreliable
	"Cherokee County, OK"	"40021"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	48447	Unreliable
	"Cherokee County, OK"	"40021"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	48700	Unreliable
	"Cleveland County, OK"	"40027"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	44	274458	16.0
	"Cleveland County, OK"	"40027"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	43	278655	15.4
	"Comanche County, OK"	"40031"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	124648	Unreliable
	"Comanche County, OK"	"40031"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	17	122136	Unreliable
	"Creek County, OK"	"40037"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	70892	Unreliable
	"Creek County, OK"	"40037"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	16	71312	Unreliable
	"Delaware County, OK"	"40041"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	41598	Unreliable
	"Garvin County, OK"	"40049"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	27838	Unreliable
	"Grady County, OK"	"40051"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	54655	Unreliable
	"Le Flore County, OK"	"40079"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	49605	Unreliable
	"Le Flore County, OK"	"40079"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	13	49873	Unreliable
	"Lincoln County, OK"	"40081"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	35129	Unreliable
	"McClain County, OK"	"40087"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	38066	Unreliable
	"McCurtain County, OK"	"40089"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	32822	Unreliable
	"Mayes County, OK"	"40097"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	40887	Unreliable
	"Muskogee County, OK"	"40101"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	18	69699	Unreliable
	"Muskogee County, OK"	"40101"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	22	69477	31.7
	"Oklahoma County, OK"	"40109"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	124	776864	16.0
	"Oklahoma County, OK"	"40109"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	143	782970	18.3
	"Oklahoma County, OK"	"40109"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	12	776864	Unreliable
	"Oklahoma County, OK"	"40109"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	15	782970	Unreliable
	"Oklahoma County, OK"	"40109"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	12	782970	Unreliable
	"Okmulgee County, OK"	"40111"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	39213	Unreliable
	"Payne County, OK"	"40119"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	81131	Unreliable
	"Pottawatomie County, OK"	"40125"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	71875	Unreliable
	"Pottawatomie County, OK"	"40125"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	17	72290	Unreliable
	"Rogers County, OK"	"40131"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	90802	Unreliable
	"Rogers County, OK"	"40131"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	91766	Unreliable
	"Sequoyah County, OK"	"40135"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	15	41294	Unreliable
	"Tulsa County, OK"	"40143"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	101	639242	15.8
	"Tulsa County, OK"	"40143"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	123	642940	19.1
	"Tulsa County, OK"	"40143"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	10	639242	Unreliable
	"Wagoner County, OK"	"40145"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	76559	Unreliable
	"Wagoner County, OK"	"40145"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	77679	Unreliable
	"Clackamas County, OR"	"41005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	26	401515	6.5
	"Clackamas County, OR"	"41005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	30	408062	7.4
	"Deschutes County, OR"	"41017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	20	181307	11.0
	"Douglas County, OR"	"41019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	107685	Unreliable
	"Douglas County, OR"	"41019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	108457	Unreliable
	"Jackson County, OR"	"41029"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	21	212567	9.9
	"Jackson County, OR"	"41029"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	19	216527	Unreliable
	"Jackson County, OR"	"41029"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	11	212567	Unreliable
	"Josephine County, OR"	"41033"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	84745	Unreliable
	"Klamath County, OR"	"41035"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	66016	Unreliable
	"Lane County, OR"	"41039"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	52	362895	14.3
	"Lane County, OR"	"41039"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	61	369519	16.5
	"Linn County, OR"	"41043"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	120547	Unreliable
	"Linn County, OR"	"41043"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	12	122849	Unreliable
	"Marion County, OR"	"41047"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	26	330700	7.9
	"Marion County, OR"	"41047"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	28	336316	8.3
	"Multnomah County, OR"	"41051"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	91	790294	11.5
	"Multnomah County, OR"	"41051"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	105	799766	13.1
	"Multnomah County, OR"	"41051"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	19	790294	Unreliable
	"Multnomah County, OR"	"41051"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	14	790294	Unreliable
